GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "42000","Pennsylvania",2,SAGDP2N,1,"...","All industry total ","Millions of current dollars",357525.6,373515.0,391136.1,409330.2,428463.7,440887.5,460478.3,486384.5,510763.9,528771.2,563238.6,586886.6,581219.9,604629.6,623767.9,646434.3,670767.4,695546.6,716534.3,733165.9,754318.0,780620.7,802233.1,777000.8,844431.8,919741.1,976360.8
 "42000","Pennsylvania",2,SAGDP2N,2,"..."," Private industries ","Millions of current dollars",319392.7,334002.6,350060.1,366478.8,382417.1,392141.5,409198.8,432099.8,454450.5,470224.9,501791.3,523203.0,516087.4,538016.0,557650.9,580587.9,602283.2,626131.6,645446.0,660824.2,681400.8,705483.3,725455.9,699931.0,766078.0,839580.8,892700.7
 "42000","Pennsylvania",2,SAGDP2N,3,"11","  Agriculture, forestry, fishing and hunting ","Millions of current dollars",2204.5,2315.1,2190.7,2535.6,2490.7,2073.3,2634.2,3282.8,3099.1,3041.9,3257.9,3083.8,2564.8,3011.2,3611.7,3752.0,4192.4,4578.5,3692.3,2978.6,3615.1,3275.1,3452.5,2917.9,4207.7,5986.1,4595.6
 "42000","Pennsylvania",2,SAGDP2N,4,"111-112","   Farms ","Millions of current dollars",1734.5,1856.7,1724.9,2018.9,1970.3,1580.3,2109.4,2710.5,2499.2,2367.1,2662.0,2489.1,1986.2,2407.5,3007.3,3131.8,3550.3,3868.5,2943.7,2212.4,2834.7,2463.8,2652.7,2118.3,3384.4,5062.7,3642.7
 "42000","Pennsylvania",2,SAGDP2N,5,"113-115","   Forestry, fishing, and related activities ","Millions of current dollars",470.0,458.4,465.9,516.7,520.4,493.0,524.7,572.3,600.0,674.7,595.8,594.7,578.6,603.7,604.4,620.2,642.1,710.1,748.6,766.3,780.4,811.3,799.8,799.6,823.3,923.4,952.9
 "42000","Pennsylvania",2,SAGDP2N,6,"21","  Mining, quarrying, and oil and gas extraction ","Millions of current dollars",1799.6,2113.2,2018.0,2121.6,2192.2,2094.6,2385.7,2753.0,3596.3,4205.2,5201.8,6119.5,6468.8,8509.9,11139.6,11925.1,11470.5,14981.3,10349.8,7915.4,9862.3,10792.0,10410.1,7833.1,13306.0,18967.9,16588.8
 "42000","Pennsylvania",2,SAGDP2N,7,"211","   Oil and gas extraction ","Millions of current dollars",195.5,188.6,205.5,292.3,232.1,249.4,344.1,428.0,571.9,576.7,717.1,1447.9,1615.5,2793.3,4299.8,5462.6,5430.0,8164.4,4883.8,4404.0,5086.8,5059.4,4771.1,3699.4,8690.8,12602.4,10020.9
 "42000","Pennsylvania",2,SAGDP2N,8,"212","   Mining (except oil and gas) ","Millions of current dollars",1490.7,1801.9,1699.4,1682.5,1756.5,1657.1,1811.0,2028.5,2616.0,2948.8,3503.8,3662.3,3848.2,4048.4,4251.2,3715.7,3115.6,2822.6,2585.3,2076.6,2345.3,2341.2,2458.4,2256.1,2692.6,3768.9,3723.7
 "42000","Pennsylvania",2,SAGDP2N,9,"213","   Support activities for mining ","Millions of current dollars",113.4,122.7,113.1,146.9,203.5,188.2,230.6,296.5,408.4,679.6,980.9,1009.4,1005.1,1668.1,2588.6,2746.8,2924.9,3994.3,2880.7,1434.8,2430.2,3391.4,3180.6,1877.6,1922.6,2596.5,2844.2
 "42000","Pennsylvania",2,SAGDP2N,10,"22","  Utilities ","Millions of current dollars",7875.4,7578.6,8220.5,8262.2,9248.6,8846.5,8797.1,8998.5,8836.1,9543.2,10059.7,10115.4,10918.9,11894.5,12465.2,11772.9,11858.5,12272.6,12613.0,12773.8,12536.3,12444.1,12568.1,12610.1,13358.9,15364.7,17351.9
 "42000","Pennsylvania",2,SAGDP2N,11,"23","  Construction ","Millions of current dollars",13214.7,13930.8,15551.7,16909.7,18312.9,18816.6,19560.3,20254.3,21672.6,23098.7,23865.9,23143.7,19974.6,21203.7,22549.3,23150.7,24041.4,25662.9,27187.8,28198.3,30059.4,31317.6,33101.1,31161.1,33313.9,36175.7,38749.2
 "42000","Pennsylvania",2,SAGDP2N,12,"31-33","  Manufacturing ","Millions of current dollars",69254.2,71585.1,72268.6,75131.9,74262.8,74654.8,73715.8,71809.6,72718.2,76554.7,77579.0,77576.6,73397.6,73486.4,73883.5,75383.9,79800.7,85437.6,85246.5,83091.2,86996.0,87745.5,90598.5,86025.8,93634.3,105125.0,110283.0
 "42000","Pennsylvania",2,SAGDP2N,13,"321,327-339","   Durable goods manufacturing ","Millions of current dollars",35348.4,35577.5,35669.4,37565.0,33255.5,31909.9,31393.9,34475.7,36820.4,40066.2,39672.8,40983.9,35285.6,36670.0,39823.4,40210.6,42153.3,41287.2,41406.0,39144.1,42628.5,44329.0,45230.2,41291.5,42134.2,47509.4,50677.7
 "42000","Pennsylvania",2,SAGDP2N,14,"321","    Wood product manufacturing ","Millions of current dollars",1097.2,1207.1,1224.5,1240.7,1266.7,1355.1,1435.3,1505.1,1695.1,1544.7,1445.7,1294.6,1087.3,1113.1,1108.9,1155.9,1357.1,1481.4,1696.7,1716.3,1666.4,1781.5,1835.0,2004.6,2407.1,2636.3,2494.4
 "42000","Pennsylvania",2,SAGDP2N,15,"327","    Nonmetallic mineral product manufacturing ","Millions of current dollars",2965.9,3066.2,3388.0,2817.1,2841.3,2723.9,2633.3,2564.0,2728.3,2487.1,2438.6,2716.6,2151.3,2169.3,2033.3,2313.4,2502.0,2480.3,2623.8,2759.7,2908.6,2745.4,2861.3,2832.6,3075.3,3162.5,3336.1
 "42000","Pennsylvania",2,SAGDP2N,16,"331","    Primary metal manufacturing ","Millions of current dollars",4019.2,3950.1,3870.8,4336.9,3737.5,4372.4,4458.1,6378.5,6699.5,8439.4,7370.5,7129.9,4534.8,5417.1,7349.5,7230.8,6688.4,6886.6,5916.0,4956.2,6596.1,7410.5,7509.7,5003.0,6020.1,7134.9,7057.0
