GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "26000","Michigan",3,SAGDP2N,1,"...","All industry total ","Millions of current dollars",299832.7,311088.2,337150.2,351879.5,349127.5,363372.1,376123.8,388764.6,402828.8,402537.3,410613.0,391633.6,371707.0,393179.6,408354.1,426141.1,441470.8,456123.5,479222.7,494752.5,505101.5,525240.8,540237.3,529675.6,575116.4,627009.1,673818.1
 "26000","Michigan",3,SAGDP2N,2,"..."," Private industries ","Millions of current dollars",267407.2,278152.0,301933.5,314443.2,310015.8,322644.4,334292.2,345980.8,357922.2,356906.0,364190.7,343643.5,323115.9,343242.2,359568.1,377535.2,392249.8,406571.7,427762.1,443312.0,452276.3,471299.5,484335.4,472566.9,516245.6,564526.6,608170.8
 "26000","Michigan",3,SAGDP2N,3,"11","  Agriculture, forestry, fishing and hunting ","Millions of current dollars",1740.5,1674.3,1720.5,1596.5,1631.5,1698.6,1819.5,2499.8,2258.1,2580.5,2714.8,2755.7,2215.0,2814.0,4139.9,3276.3,3944.0,3413.0,3192.2,2805.8,3120.8,3160.3,2763.8,3328.0,4946.1,5867.2,6279.6
 "26000","Michigan",3,SAGDP2N,4,"111-112","   Farms ","Millions of current dollars",1486.4,1409.8,1442.1,1299.0,1331.1,1420.4,1517.2,2172.2,1918.8,2208.5,2361.1,2416.0,1861.4,2438.2,3764.5,2865.9,3517.2,2914.8,2659.8,2242.9,2546.2,2578.0,2194.5,2713.7,4297.9,5170.4,5484.9
 "26000","Michigan",3,SAGDP2N,5,"113-115","   Forestry, fishing, and related activities ","Millions of current dollars",254.1,264.6,278.4,297.4,300.4,278.3,302.3,327.5,339.3,372.0,353.7,339.7,353.6,375.8,375.4,410.3,426.8,498.2,532.3,562.8,574.6,582.3,569.4,614.2,648.3,696.8,794.7
 "26000","Michigan",3,SAGDP2N,6,"21","  Mining, quarrying, and oil and gas extraction ","Millions of current dollars",671.6,616.8,588.7,639.3,648.3,595.1,610.4,749.4,874.8,1185.2,1157.7,1363.5,1272.4,1692.4,2222.4,2066.0,1879.7,1823.1,1448.3,1350.6,1396.0,1368.4,1390.4,1482.8,1825.4,1989.3,2353.3
 "26000","Michigan",3,SAGDP2N,7,"211","   Oil and gas extraction ","Millions of current dollars",210.8,104.0,75.6,84.5,68.6,61.4,80.9,93.5,128.1,227.1,181.8,225.5,145.9,176.5,227.0,265.2,282.0,263.5,130.9,112.2,127.5,119.5,115.0,99.5,130.2,182.6,167.8
 "26000","Michigan",3,SAGDP2N,8,"212","   Mining (except oil and gas) ","Millions of current dollars",363.5,411.8,430.5,451.7,442.6,424.8,420.4,518.4,598.9,752.0,746.4,895.4,959.6,1347.0,1804.8,1578.2,1348.0,1259.1,1109.0,1094.6,1048.3,970.2,1048.2,1228.5,1510.3,1563.5,1937.4
 "26000","Michigan",3,SAGDP2N,9,"213","   Support activities for mining ","Millions of current dollars",97.3,101.0,82.6,103.1,137.2,108.9,109.1,137.5,147.8,206.1,229.5,242.5,167.0,168.9,190.6,222.5,249.7,300.6,208.4,143.7,220.2,278.7,227.2,154.9,184.9,243.2,248.2
 "26000","Michigan",3,SAGDP2N,10,"22","  Utilities ","Millions of current dollars",5784.2,5378.7,6073.3,5921.9,5735.2,5447.7,5762.2,6040.3,6090.6,6956.9,7297.6,7892.6,7997.6,8753.7,8936.1,9138.7,9095.7,9248.9,9114.7,9710.2,9805.6,9893.7,10359.9,10743.8,11892.4,12801.5,13360.0
 "26000","Michigan",3,SAGDP2N,11,"23","  Construction ","Millions of current dollars",11864.6,13072.6,14435.6,16128.8,16036.8,15665.4,15944.3,17137.6,17738.3,16808.9,15855.1,13526.2,11678.4,11427.9,11615.5,13421.2,14310.0,15451.3,16470.4,17520.8,18720.0,19602.1,19879.7,19676.9,21322.6,23933.8,26492.0
 "26000","Michigan",3,SAGDP2N,12,"31-33","  Manufacturing ","Millions of current dollars",74638.1,77619.4,88456.3,87911.2,80179.9,84065.3,85421.5,80560.4,80485.3,77228.7,80307.5,67681.0,54461.3,67336.9,72795.7,78166.2,84111.0,85527.7,90437.3,92515.9,93889.7,96659.6,94947.6,89229.2,93614.8,102833.3,111168.7
 "26000","Michigan",3,SAGDP2N,13,"321,327-339","   Durable goods manufacturing ","Millions of current dollars",60661.2,62869.2,71556.3,72685.4,65354.4,67513.5,68943.2,63957.8,65229.7,59824.5,64162.9,52479.5,38461.7,50942.8,55930.7,61032.3,65677.3,67033.1,70298.9,72044.3,72259.7,73451.0,71831.4,65366.3,68478.3,75560.3,82748.4
 "26000","Michigan",3,SAGDP2N,14,"321","    Wood product manufacturing ","Millions of current dollars",641.4,687.8,714.4,773.9,661.8,606.2,667.6,720.7,770.9,564.4,591.5,354.2,413.1,520.3,524.5,571.0,696.8,718.3,731.7,847.2,848.6,853.4,1009.5,946.8,1608.0,1752.6,1757.5
 "26000","Michigan",3,SAGDP2N,15,"327","    Nonmetallic mineral product manufacturing ","Millions of current dollars",1737.4,1706.6,1775.3,1954.3,1830.8,1900.4,1976.3,1847.0,1944.3,1803.8,1612.8,1588.8,1444.4,1663.2,1557.0,1353.9,1414.4,1470.1,1704.4,1567.0,1577.1,1713.5,2160.1,2166.6,2145.1,2357.6,2587.1
 "26000","Michigan",3,SAGDP2N,16,"331","    Primary metal manufacturing ","Millions of current dollars",2478.0,2626.0,2569.5,2473.5,1944.9,2014.1,1842.0,2381.5,2608.4,3056.3,3187.7,3185.9,2231.5,2788.9,3431.9,3988.6,3684.7,3876.8,3339.9,2848.4,2438.2,2862.4,3166.5,2312.9,2237.6,2512.4,2456.9
 "26000","Michigan",3,SAGDP2N,17,"332","    Fabricated metal product manufacturing ","Millions of current dollars",6084.1,5991.9,6903.6,6889.8,5919.5,5892.3,6050.6,6379.7,6733.2,6512.5,6837.4,6195.2,5075.0,5873.7,6529.4,7023.5,7106.4,7339.1,7611.9,7499.2,7561.3,7617.7,7820.2,6754.4,7203.9,7828.1,8556.2
 "26000","Michigan",3,SAGDP2N,18,"333","    Machinery manufacturing ","Millions of current dollars",6334.1,6637.6,6943.5,6653.5,5895.0,5572.4,5658.1,5373.8,5776.4,5395.3,5407.4,5373.8,4806.8,5426.3,6535.9,6602.7,8021.5,8087.4,8618.3,7958.5,8158.7,8351.5,8129.3,7891.1,8358.1,9030.6,10161.8
 "26000","Michigan",3,SAGDP2N,19,"334","    Computer and electronic product manufacturing ","Millions of current dollars",1441.5,1367.6,1502.0,1533.8,1671.0,1323.9,1455.3,1508.8,1688.9,1793.0,1864.9,2136.5,2081.0,2180.5,2419.5,1626.4,1875.4,1878.5,1848.4,1885.7,2454.8,2631.7,2458.6,2039.9,2273.8,2480.3,2619.2
 "26000","Michigan",3,SAGDP2N,20,"335","    Electrical equipment, appliance, and component manufacturing ","Millions of current dollars",1391.8,1141.5,1535.7,1226.3,1228.6,1379.0,1371.7,1332.8,1190.4,1368.0,1662.9,1832.7,1682.8,2151.6,1995.1,2044.1,2264.7,2149.0,2601.3,2461.1,2417.1,2224.8,2333.7,2393.6,2437.1,2522.7,2395.5
 "26000","Michigan",3,SAGDP2N,21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing ","Millions of current dollars",34867.6,36903.5,43425.4,44896.5,40779.5,43494.9,44874.9,39196.0,39031.1,34245.9,37242.4,25552.1,15463.6,25707.9,27765.6,32286.3,35432.4,35770.8,37858.3,40547.3,39866.7,39311.8,36713.6,32952.4,33659.6,37440.1,41250.5
 "26000","Michigan",3,SAGDP2N,22,"3364-3466,3369","    Other transportation equipment manufacturing ","Millions of current dollars",726.4,877.3,1055.0,1102.2,901.0,889.2,857.6,530.5,517.6,498.3,672.4,918.0,618.5,588.0,663.5,684.5,720.9,823.1,1020.7,1073.8,1143.6,1352.9,1396.1,1261.1,1604.1,1822.7,2296.6
 "26000","Michigan",3,SAGDP2N,23,"337","    Furniture and related product manufacturing ","Millions of current dollars",3109.7,3116.6,3112.6,3358.1,2717.0,2569.0,2538.3,3247.3,3461.9,3101.5,3151.8,3156.8,2251.5,1716.5,2091.7,2439.0,2017.1,2178.6,2327.3,2301.5,2230.2,2329.1,2426.2,2192.2,2109.6,2318.2,2366.5
 "26000","Michigan",3,SAGDP2N,24,"339","    Miscellaneous manufacturing ","Millions of current dollars",1849.2,1812.9,2019.2,1823.5,1805.2,1872.2,1650.8,1439.7,1506.5,1485.4,1931.7,2185.4,2393.5,2326.1,2416.5,2412.4,2442.9,2741.4,2636.6,3054.5,3563.4,4202.3,4217.6,4455.3,4841.3,5495.1,6300.5
 "26000","Michigan",3,SAGDP2N,25,"311-316,322-326","   Nondurable goods manufacturing ","Millions of current dollars",13976.8,14750.1,16900.0,15225.8,14825.5,16551.7,16478.2,16602.6,15255.6,17404.2,16144.6,15201.5,15999.6,16394.1,16865.0,17133.9,18433.7,18494.6,20138.5,20471.6,21630.0,23208.6,23116.2,23862.9,25136.5,27273.0,28420.3
 "26000","Michigan",3,SAGDP2N,26,"311-312","    Food and beverage and tobacco product manufacturing ","Millions of current dollars",4028.4,3749.2,4433.1,3410.1,3591.5,4018.1,4115.8,4086.6,4085.3,4911.8,4353.9,5232.3,6143.4,5934.1,5371.3,4781.3,4991.2,5096.4,5447.0,5839.7,5685.2,5349.0,5290.4,5761.8,5881.7,5753.5,6726.2
 "26000","Michigan",3,SAGDP2N,27,"313-314","    Textile mills and textile product mills ","Millions of current dollars",130.9,105.7,155.9,148.5,141.4,165.3,136.7,172.6,170.5,181.2,171.6,177.4,132.0,145.8,186.8,194.2,196.3,245.3,251.5,276.8,191.3,211.6,200.1,190.7,191.6,201.3,217.8
 "26000","Michigan",3,SAGDP2N,28,"315-316","    Apparel, leather, and allied product manufacturing ","Millions of current dollars",197.7,92.0,149.5,169.8,171.5,150.2,131.9,100.8,105.5,104.4,107.1,134.9,111.3,111.7,127.8,152.7,157.0,192.1,255.2,196.3,168.7,175.3,190.0,216.8,276.9,321.5,329.0
 "26000","Michigan",3,SAGDP2N,29,"322","    Paper manufacturing ","Millions of current dollars",1653.3,1697.8,1828.1,1832.7,1354.0,1418.1,1356.8,1484.0,1375.4,1478.9,1284.3,1124.1,1286.0,1355.2,1138.4,1313.5,1518.5,1378.6,1395.5,1438.0,1560.6,1687.1,1777.9,1804.0,1628.1,1678.0,1767.0
 "26000","Michigan",3,SAGDP2N,30,"323","    Printing and related support activities ","Millions of current dollars",1117.8,1119.7,1143.0,1237.3,1202.5,1184.9,1197.5,1133.4,1178.0,1178.0,1203.8,1220.8,990.6,1025.3,1042.1,1086.2,1087.7,1123.4,1228.4,1363.4,1353.7,1446.4,1266.7,998.3,1060.7,1136.1,1150.8
 "26000","Michigan",3,SAGDP2N,31,"324","    Petroleum and coal products manufacturing ","Millions of current dollars",333.2,443.4,326.1,418.7,518.7,448.5,571.3,737.4,804.6,2045.7,920.5,558.6,428.9,507.1,1272.9,1207.9,1713.9,1754.6,1473.6,726.6,1038.6,1253.4,1273.5,862.0,1232.6,2044.1,1945.1
 "26000","Michigan",3,SAGDP2N,32,"325","    Chemical manufacturing ","Millions of current dollars",3705.0,4414.7,5503.2,4509.9,4733.6,6046.9,5789.6,5931.3,4659.7,4735.7,5235.8,4389.4,4751.0,4620.7,4860.5,4988.7,5429.7,5059.9,6056.6,6431.2,7515.1,9038.7,8997.7,10197.1,11075.5,11971.7,11861.1
 "26000","Michigan",3,SAGDP2N,33,"326","    Plastics and rubber products manufacturing ","Millions of current dollars",2810.6,3127.6,3361.0,3498.9,3112.3,3119.7,3178.6,2956.6,2876.6,2768.5,2867.6,2363.9,2156.4,2694.2,2865.3,3409.4,3339.5,3644.2,4030.7,4199.4,4116.8,4047.0,4120.0,3832.2,3789.2,4166.8,4423.3
 "26000","Michigan",3,SAGDP2N,34,"42","  Wholesale trade ","Millions of current dollars",17247.1,18697.0,19491.1,20743.5,19952.8,19845.8,20707.7,21731.1,23297.5,24050.5,24623.2,25383.0,23207.8,25191.6,26438.9,28094.3,29349.5,31068.3,32266.2,33116.7,34223.8,35505.0,36874.3,36324.3,39081.4,43116.8,45212.1
 "26000","Michigan",3,SAGDP2N,35,"44-45","  Retail trade ","Millions of current dollars",20544.5,21730.7,21924.3,23105.9,23992.0,24192.9,24961.2,24722.3,25297.4,24942.8,24705.5,24570.4,25004.1,25343.3,25834.2,26155.7,26973.0,27767.7,29314.2,31009.2,32041.2,33447.9,34131.9,35106.3,41348.9,44218.0,48153.3
 "26000","Michigan",3,SAGDP2N,36,"48-49","  Transportation and warehousing ","Millions of current dollars",7163.0,7570.9,8005.8,8220.5,8194.6,8162.2,8589.6,9379.1,9591.7,9641.1,9712.1,9536.7,8623.4,9260.5,9575.7,10134.2,10735.1,11131.3,12242.5,12787.8,13474.6,14671.5,15638.0,14402.3,16931.3,19976.9,20870.2
 "26000","Michigan",3,SAGDP2N,37,"481","   Air transportation ","Millions of current dollars",1717.0,1589.4,1798.7,1742.6,1502.8,1608.6,1853.6,1996.6,1933.1,1662.3,1987.4,1862.8,1917.4,2310.1,2423.0,2612.8,2886.8,2645.5,3030.9,3260.2,3369.7,3615.2,3865.7,2197.5,2410.3,3334.6,4078.8
 "26000","Michigan",3,SAGDP2N,38,"482","   Rail transportation ","Millions of current dollars",417.2,429.0,458.6,444.3,466.3,406.3,411.1,416.3,416.8,441.6,422.4,435.8,379.0,377.1,407.6,358.2,420.8,460.1,477.2,430.2,433.9,454.7,449.3,418.3,440.2,489.1,513.8
 "26000","Michigan",3,SAGDP2N,39,"483","   Water transportation ","Millions of current dollars",56.3,53.0,52.9,56.5,55.6,53.1,62.2,61.2,59.0,73.0,68.7,78.8,77.2,91.8,107.7,105.4,133.5,121.3,112.4,105.0,96.6,118.4,125.4,126.3,212.6,229.3,211.2
 "26000","Michigan",3,SAGDP2N,40,"484","   Truck transportation ","Millions of current dollars",2246.2,2465.4,2700.9,2865.1,2791.4,2825.1,2882.8,3103.2,3274.5,3442.8,3501.2,3372.8,2945.2,3051.6,3262.5,3448.5,3643.4,4100.2,4582.8,4773.8,4986.6,5382.5,5575.9,5517.0,6851.1,7852.6,7828.9
 "26000","Michigan",3,SAGDP2N,41,"485","   Transit and ground passenger transportation ","Millions of current dollars",154.2,162.3,178.2,183.5,220.9,225.7,242.4,291.3,303.5,318.5,300.9,312.6,315.6,337.4,381.4,405.1,413.1,457.1,489.3,499.5,527.6,541.2,564.9,412.2,491.3,535.3,610.1
 "26000","Michigan",3,SAGDP2N,42,"486","   Pipeline transportation ","Millions of current dollars",243.4,371.7,367.1,254.8,484.9,267.9,287.8,340.0,322.0,333.3,397.0,515.3,380.0,402.7,218.0,235.1,249.4,248.5,259.8,317.9,389.8,528.3,594.0,629.8,611.9,932.7,1097.0
 "26000","Michigan",3,SAGDP2N,43,"487-488,492","   Other transportation and support activities ","Millions of current dollars",1351.9,1480.6,1447.6,1621.4,1693.6,1742.9,1744.9,1974.6,2000.6,2085.7,1891.6,1864.0,1571.0,1654.1,1699.8,1774.5,1850.5,1990.0,2170.9,2274.8,2375.8,2561.5,2723.0,3113.3,3623.3,4034.2,3850.6
 "26000","Michigan",3,SAGDP2N,44,"493","   Warehousing and storage ","Millions of current dollars",976.9,1019.5,1001.9,1052.2,979.0,1032.4,1104.9,1195.9,1282.2,1284.0,1142.8,1094.5,1037.9,1035.6,1075.8,1194.7,1137.6,1108.7,1119.1,1126.3,1294.6,1469.7,1739.8,1987.9,2290.6,2569.2,2679.8
 "26000","Michigan",3,SAGDP2N,45,"51","  Information ","Millions of current dollars",8722.6,8961.2,9601.5,8649.0,8907.9,9462.6,9807.1,10752.6,10866.7,10621.7,10740.6,10793.4,10683.0,10908.8,10800.0,10357.4,11433.1,11788.2,12399.6,12899.1,12525.9,12752.5,14085.4,13991.2,15048.6,16044.4,17384.3
